Timestamp,LotID,LotName,Capacity,Occupancy,QueueLength,TrafficConditionNearby,IsSpecialDay,VehicleType,BasePrice,CompetitorPrice,Latitude,Longitude
2025-07-01 05:15:00,LOT_14,Suburban Commuter Lot,210,179,2,low,0,car,6.0,9.46,28.57,77.21
2025-07-01 05:30:00,LOT_13,Convention Center Park,280,87,1,medium,0,car,14.0,18.27,28.615,77.235
2025-07-01 05:45:00,LOT_04,Metro Station East,250,237,4,high,0,car,8.0,8.17,28.61,77.225
2025-07-01 06:00:00,LOT_11,Airport Express Hub,350,174,1,medium,1,car,18.0,20.03,28.58,77.18
2025-07-01 06:15:00,LOT_05,Shopping Mall Complex,400,55,0,low,0,truck,14.0,20.35,28.63,77.22
2025-07-01 06:30:00,LOT_07,University Campus South,220,105,2,medium,0,car,7.0,8.3,28.595,77.195
2025-07-01 06:45:00,LOT_03,Tech Park Plaza,300,154,2,medium,0,car,10.0,13.04,28.625,77.21
2025-07-01 07:00:00,LOT_14,Suburban Commuter Lot,210,166,2,low,0,car,6.0,7.84,28.57,77.21
2025-07-01 07:15:00,LOT_13,Convention Center Park,280,55,2,medium,0,bike,14.0,11.95,28.615,77.235
2025-07-01 07:30:00,LOT_07,University Campus South,220,105,2,medium,0,truck,7.0,5.0,28.595,77.195
2025-07-01 07:45:00,LOT_14,Suburban Commuter Lot,210,93,0,high,0,truck,6.0,6.85,28.57,77.21
2025-07-01 08:00:00,LOT_13,Convention Center Park,280,188,0,medium,0,car,14.0,10.48,28.615,77.235
2025-07-01 08:15:00,LOT_05,Shopping Mall Complex,400,329,3,medium,0,bike,14.0,15.21,28.63,77.22
2025-07-01 08:30:00,LOT_01,Downtown Central Hub,200,82,2,high,0,truck,12.0,10.87,28.6139,77.209
2025-07-01 08:45:00,LOT_13,Convention Center Park,280,222,3,low,0,car,14.0,16.14,28.615,77.235
2025-07-01 09:00:00,LOT_14,Suburban Commuter Lot,210,168,4,high,0,car,6.0,5.0,28.57,77.21
2025-07-01 09:15:00,LOT_06,City Hospital Garage,180,58,0,high,0,truck,9.0,9.64,28.605,77.2
2025-07-01 09:30:00,LOT_06,City Hospital Garage,180,88,1,low,0,car,9.0,10.63,28.605,77.2
2025-07-01 09:45:00,LOT_14,Suburban Commuter Lot,210,160,0,medium,0,car,6.0,11.79,28.57,77.21
2025-07-01 10:00:00,LOT_04,Metro Station East,250,58,2,low,0,bike,8.0,8.2,28.61,77.225
2025-07-01 10:15:00,LOT_14,Suburban Commuter Lot,210,61,0,high,0,car,6.0,5.0,28.57,77.21
2025-07-01 10:30:00,LOT_11,Airport Express Hub,350,107,1,high,0,car,18.0,22.61,28.58,77.18
2025-07-01 10:45:00,LOT_09,Stadium Arena Parking,500,58,2,medium,0,truck,16.0,14.02,28.635,77.24
2025-07-01 11:00:00,LOT_13,Convention Center Park,280,209,0,high,0,car,14.0,18.15,28.615,77.235
2025-07-01 11:15:00,LOT_07,University Campus South,220,206,5,high,0,bike,7.0,5.17,28.595,77.195
2025-07-01 11:30:00,LOT_09,Stadium Arena Parking,500,113,1,low,0,car,16.0,17.94,28.635,77.24
2025-07-01 11:45:00,LOT_02,Financial District North,150,119,1,medium,0,truck,15.0,18.86,28.618,77.214
2025-07-01 12:00:00,LOT_09,Stadium Arena Parking,500,267,0,high,0,car,16.0,12.41,28.635,77.24
2025-07-01 12:15:00,LOT_02,Financial District North,150,72,2,high,0,car,15.0,14.49,28.618,77.214
2025-07-01 12:30:00,LOT_02,Financial District North,150,86,0,medium,0,truck,15.0,16.66,28.618,77.214
2025-07-01 12:45:00,LOT_04,Metro Station East,250,92,1,high,1,car,8.0,7.73,28.61,77.225
2025-07-01 13:00:00,LOT_09,Stadium Arena Parking,500,385,1,low,1,car,16.0,14.53,28.635,77.24
2025-07-01 13:15:00,LOT_13,Convention Center Park,280,152,1,medium,0,car,14.0,17.63,28.615,77.235
2025-07-01 13:30:00,LOT_02,Financial District North,150,90,2,medium,0,bike,15.0,16.87,28.618,77.214
2025-07-01 13:45:00,LOT_07,University Campus South,220,211,6,medium,0,car,7.0,5.0,28.595,77.195
2025-07-01 14:00:00,LOT_01,Downtown Central Hub,200,81,1,high,0,car,12.0,11.4,28.6139,77.209
2025-07-01 14:15:00,LOT_04,Metro Station East,250,165,0,low,0,truck,8.0,7.67,28.61,77.225
2025-07-01 14:30:00,LOT_08,Cultural Center Lot,120,80,0,low,1,car,11.0,14.01,28.62,77.19
2025-07-01 14:45:00,LOT_05,Shopping Mall Complex,400,87,1,low,0,bike,14.0,15.57,28.63,77.22
2025-07-01 15:00:00,LOT_13,Convention Center Park,280,124,2,low,0,truck,14.0,13.23,28.615,77.235
2025-07-01 15:15:00,LOT_14,Suburban Commuter Lot,210,134,0,low,0,car,6.0,5.0,28.57,77.21
2025-07-01 15:30:00,LOT_03,Tech Park Plaza,300,136,1,medium,1,car,10.0,12.89,28.625,77.21
2025-07-01 15:45:00,LOT_14,Suburban Commuter Lot,210,141,0,medium,0,car,6.0,5.47,28.57,77.21
2025-07-01 16:00:00,LOT_07,University Campus South,220,185,0,low,1,car,7.0,6.99,28.595,77.195
2025-07-01 16:15:00,LOT_13,Convention Center Park,280,179,0,medium,0,bike,14.0,10.39,28.615,77.235
2025-07-01 16:30:00,LOT_12,Old Town Market Sq,100,36,2,high,1,car,13.0,13.03,28.64,77.205
2025-07-01 16:45:00,LOT_04,Metro Station East,250,164,0,medium,0,car,8.0,6.92,28.61,77.225
2025-07-01 17:00:00,LOT_10,Harbor Bay Terminal,160,111,0,high,0,car,10.0,10.46,28.59,77.23
2025-07-01 17:15:00,LOT_01,Downtown Central Hub,200,75,0,high,1,truck,12.0,11.61,28.6139,77.209
2025-07-01 17:30:00,LOT_14,Suburban Commuter Lot,210,98,2,low,0,truck,6.0,6.38,28.57,77.21
2025-07-01 17:45:00,LOT_02,Financial District North,150,18,0,low,0,car,15.0,16.85,28.618,77.214
2025-07-01 18:00:00,LOT_07,University Campus South,220,131,0,high,0,truck,7.0,5.83,28.595,77.195
2025-07-01 18:15:00,LOT_10,Harbor Bay Terminal,160,138,4,low,0,bike,10.0,10.01,28.59,77.23
2025-07-01 18:30:00,LOT_11,Airport Express Hub,350,234,0,high,0,car,18.0,14.0,28.58,77.18
2025-07-01 18:45:00,LOT_04,Metro Station East,250,125,2,high,0,car,8.0,5.0,28.61,77.225
2025-07-01 19:00:00,LOT_05,Shopping Mall Complex,400,292,0,medium,0,car,14.0,19.12,28.63,77.22
2025-07-01 19:15:00,LOT_08,Cultural Center Lot,120,47,1,low,0,bike,11.0,8.45,28.62,77.19
2025-07-01 19:30:00,LOT_10,Harbor Bay Terminal,160,64,2,low,0,truck,10.0,13.42,28.59,77.23
2025-07-01 19:45:00,LOT_04,Metro Station East,250,146,2,medium,0,car,8.0,5.0,28.61,77.225
2025-07-01 20:00:00,LOT_02,Financial District North,150,124,5,low,0,car,15.0,16.79,28.618,77.214
2025-07-01 20:15:00,LOT_03,Tech Park Plaza,300,127,1,high,0,truck,10.0,9.98,28.625,77.21
2025-07-01 20:30:00,LOT_13,Convention Center Park,280,252,1,high,0,truck,14.0,15.67,28.615,77.235
2025-07-01 20:45:00,LOT_05,Shopping Mall Complex,400,102,2,low,0,car,14.0,19.14,28.63,77.22
2025-07-01 21:00:00,LOT_02,Financial District North,150,98,0,low,0,car,15.0,13.02,28.618,77.214
2025-07-01 21:15:00,LOT_05,Shopping Mall Complex,400,120,2,low,0,car,14.0,13.75,28.63,77.22
2025-07-01 21:30:00,LOT_11,Airport Express Hub,350,264,1,high,0,truck,18.0,18.53,28.58,77.18
2025-07-01 21:45:00,LOT_08,Cultural Center Lot,120,100,1,medium,0,car,11.0,16.94,28.62,77.19
2025-07-01 22:00:00,LOT_11,Airport Express Hub,350,86,1,medium,0,car,18.0,17.38,28.58,77.18
2025-07-01 22:15:00,LOT_06,City Hospital Garage,180,159,1,low,0,car,9.0,12.81,28.605,77.2
2025-07-01 22:30:00,LOT_12,Old Town Market Sq,100,13,1,high,1,truck,13.0,9.44,28.64,77.205
2025-07-01 22:45:00,LOT_01,Downtown Central Hub,200,104,0,low,0,truck,12.0,12.55,28.6139,77.209
2025-07-01 23:00:00,LOT_01,Downtown Central Hub,200,146,0,medium,0,bike,12.0,15.7,28.6139,77.209
2025-07-01 23:15:00,LOT_03,Tech Park Plaza,300,213,0,low,0,car,10.0,13.49,28.625,77.21
2025-07-01 23:30:00,LOT_13,Convention Center Park,280,194,0,low,0,car,14.0,15.41,28.615,77.235
2025-07-01 23:45:00,LOT_11,Airport Express Hub,350,228,0,low,0,car,18.0,15.93,28.58,77.18
2025-07-02 00:00:00,LOT_13,Convention Center Park,280,130,2,medium,0,car,14.0,11.92,28.615,77.235
2025-07-02 00:15:00,LOT_14,Suburban Commuter Lot,210,141,0,low,0,bike,6.0,5.0,28.57,77.21
2025-07-02 00:30:00,LOT_01,Downtown Central Hub,200,91,0,high,0,bike,12.0,13.88,28.6139,77.209
2025-07-02 00:45:00,LOT_13,Convention Center Park,280,241,2,high,0,car,14.0,14.65,28.615,77.235
2025-07-02 01:00:00,LOT_03,Tech Park Plaza,300,211,0,high,0,bike,10.0,10.67,28.625,77.21
2025-07-02 01:15:00,LOT_14,Suburban Commuter Lot,210,138,0,low,1,car,6.0,5.0,28.57,77.21
2025-07-02 01:30:00,LOT_04,Metro Station East,250,152,0,medium,0,car,8.0,11.6,28.61,77.225
2025-07-02 01:45:00,LOT_14,Suburban Commuter Lot,210,68,0,low,0,car,6.0,6.22,28.57,77.21
2025-07-02 02:00:00,LOT_07,University Campus South,220,141,0,medium,0,car,7.0,7.84,28.595,77.195
2025-07-02 02:15:00,LOT_13,Convention Center Park,280,163,1,medium,1,truck,14.0,13.2,28.615,77.235
2025-07-02 02:30:00,LOT_06,City Hospital Garage,180,52,0,low,0,car,9.0,12.0,28.605,77.2
2025-07-02 02:45:00,LOT_10,Harbor Bay Terminal,160,108,0,medium,0,car,10.0,5.0,28.59,77.23
2025-07-02 03:00:00,LOT_10,Harbor Bay Terminal,160,47,1,medium,0,bike,10.0,12.07,28.59,77.23
2025-07-02 03:15:00,LOT_10,Harbor Bay Terminal,160,54,2,low,1,truck,10.0,7.81,28.59,77.23
2025-07-02 03:30:00,LOT_04,Metro Station East,250,94,1,low,1,car,8.0,13.68,28.61,77.225
2025-07-02 03:45:00,LOT_09,Stadium Arena Parking,500,201,2,high,0,car,16.0,19.77,28.635,77.24
2025-07-02 04:00:00,LOT_07,University Campus South,220,100,0,high,0,truck,7.0,5.72,28.595,77.195
2025-07-02 04:15:00,LOT_06,City Hospital Garage,180,151,5,high,0,car,9.0,6.35,28.605,77.2
2025-07-02 04:30:00,LOT_09,Stadium Arena Parking,500,455,4,medium,1,car,16.0,19.74,28.635,77.24
2025-07-02 04:45:00,LOT_07,University Campus South,220,101,2,medium,0,car,7.0,5.02,28.595,77.195
2025-07-02 05:00:00,LOT_07,University Campus South,220,200,5,high,1,car,7.0,11.72,28.595,77.195
2025-07-02 05:15:00,LOT_10,Harbor Bay Terminal,160,61,2,medium,1,truck,10.0,9.6,28.59,77.23
2025-07-02 05:30:00,LOT_14,Suburban Commuter Lot,210,70,0,medium,0,car,6.0,5.0,28.57,77.21
2025-07-02 05:45:00,LOT_07,University Campus South,220,146,0,high,0,bike,7.0,6.35,28.595,77.195
2025-07-02 06:00:00,LOT_08,Cultural Center Lot,120,30,1,high,0,truck,11.0,7.7,28.62,77.19
2025-07-02 06:15:00,LOT_08,Cultural Center Lot,120,48,2,low,0,car,11.0,10.33,28.62,77.19
2025-07-02 06:30:00,LOT_09,Stadium Arena Parking,500,171,2,high,0,car,16.0,16.4,28.635,77.24
2025-07-02 06:45:00,LOT_14,Suburban Commuter Lot,210,125,0,high,0,car,6.0,5.0,28.57,77.21
2025-07-02 07:00:00,LOT_13,Convention Center Park,280,38,0,low,0,car,14.0,11.23,28.615,77.235
2025-07-02 07:15:00,LOT_04,Metro Station East,250,68,1,high,0,bike,8.0,11.12,28.61,77.225
2025-07-02 07:30:00,LOT_07,University Campus South,220,22,2,high,0,bike,7.0,6.36,28.595,77.195
2025-07-02 07:45:00,LOT_08,Cultural Center Lot,120,55,1,low,0,car,11.0,13.34,28.62,77.19
2025-07-02 08:00:00,LOT_13,Convention Center Park,280,245,0,low,1,car,14.0,12.18,28.615,77.235
2025-07-02 08:15:00,LOT_03,Tech Park Plaza,300,191,0,high,1,car,10.0,9.12,28.625,77.21
2025-07-02 08:30:00,LOT_09,Stadium Arena Parking,500,198,0,low,1,car,16.0,17.11,28.635,77.24
2025-07-02 08:45:00,LOT_13,Convention Center Park,280,259,1,medium,0,bike,14.0,9.83,28.615,77.235
2025-07-02 09:00:00,LOT_10,Harbor Bay Terminal,160,141,2,high,1,truck,10.0,12.62,28.59,77.23
2025-07-02 09:15:00,LOT_08,Cultural Center Lot,120,13,0,high,1,bike,11.0,11.53,28.62,77.19
2025-07-02 09:30:00,LOT_05,Shopping Mall Complex,400,150,0,high,0,truck,14.0,13.92,28.63,77.22
2025-07-02 09:45:00,LOT_08,Cultural Center Lot,120,63,2,low,0,bike,11.0,7.63,28.62,77.19
2025-07-02 10:00:00,LOT_02,Financial District North,150,138,0,high,0,car,15.0,15.25,28.618,77.214
2025-07-02 10:15:00,LOT_05,Shopping Mall Complex,400,59,1,medium,0,car,14.0,12.83,28.63,77.22
2025-07-02 10:30:00,LOT_03,Tech Park Plaza,300,188,0,low,1,car,10.0,12.46,28.625,77.21
2025-07-02 10:45:00,LOT_12,Old Town Market Sq,100,27,0,low,1,bike,13.0,13.96,28.64,77.205
2025-07-02 11:00:00,LOT_06,City Hospital Garage,180,9,2,medium,1,car,9.0,7.19,28.605,77.2
2025-07-02 11:15:00,LOT_04,Metro Station East,250,45,1,medium,0,truck,8.0,11.35,28.61,77.225
2025-07-02 11:30:00,LOT_07,University Campus South,220,143,0,medium,0,car,7.0,13.58,28.595,77.195
2025-07-02 11:45:00,LOT_05,Shopping Mall Complex,400,227,1,medium,0,bike,14.0,15.52,28.63,77.22
2025-07-02 12:00:00,LOT_04,Metro Station East,250,13,1,medium,1,car,8.0,7.76,28.61,77.225
2025-07-02 12:15:00,LOT_07,University Campus South,220,102,1,high,1,car,7.0,11.94,28.595,77.195
2025-07-02 12:30:00,LOT_14,Suburban Commuter Lot,210,91,1,low,0,bike,6.0,5.0,28.57,77.21
2025-07-02 12:45:00,LOT_10,Harbor Bay Terminal,160,32,2,high,0,car,10.0,6.7,28.59,77.23
2025-07-02 13:00:00,LOT_11,Airport Express Hub,350,161,1,low,1,car,18.0,19.53,28.58,77.18
2025-07-02 13:15:00,LOT_01,Downtown Central Hub,200,118,1,medium,0,car,12.0,8.18,28.6139,77.209
2025-07-02 13:30:00,LOT_08,Cultural Center Lot,120,58,1,medium,1,car,11.0,11.52,28.62,77.19
2025-07-02 13:45:00,LOT_13,Convention Center Park,280,194,0,medium,0,car,14.0,15.12,28.615,77.235
2025-07-02 14:00:00,LOT_08,Cultural Center Lot,120,67,0,high,0,car,11.0,12.7,28.62,77.19
2025-07-02 14:15:00,LOT_04,Metro Station East,250,80,2,low,0,car,8.0,5.0,28.61,77.225
2025-07-02 14:30:00,LOT_04,Metro Station East,250,157,0,low,0,truck,8.0,6.8,28.61,77.225
2025-07-02 14:45:00,LOT_03,Tech Park Plaza,300,152,0,low,1,car,10.0,8.37,28.625,77.21
2025-07-02 15:00:00,LOT_10,Harbor Bay Terminal,160,112,0,low,1,car,10.0,12.22,28.59,77.23
2025-07-02 15:15:00,LOT_13,Convention Center Park,280,194,0,medium,0,truck,14.0,17.06,28.615,77.235
2025-07-02 15:30:00,LOT_10,Harbor Bay Terminal,160,85,2,high,0,car,10.0,8.89,28.59,77.23
2025-07-02 15:45:00,LOT_05,Shopping Mall Complex,400,362,2,low,0,car,14.0,15.98,28.63,77.22
2025-07-02 16:00:00,LOT_10,Harbor Bay Terminal,160,67,2,medium,1,car,10.0,9.59,28.59,77.23
2025-07-02 16:15:00,LOT_02,Financial District North,150,63,2,high,0,car,15.0,16.69,28.618,77.214
2025-07-02 16:30:00,LOT_12,Old Town Market Sq,100,48,1,high,0,truck,13.0,11.71,28.64,77.205
2025-07-02 16:45:00,LOT_13,Convention Center Park,280,175,0,low,0,truck,14.0,16.97,28.615,77.235
2025-07-02 17:00:00,LOT_07,University Campus South,220,177,0,high,0,car,7.0,5.62,28.595,77.195
2025-07-02 17:15:00,LOT_09,Stadium Arena Parking,500,152,2,medium,0,bike,16.0,18.34,28.635,77.24
2025-07-02 17:30:00,LOT_14,Suburban Commuter Lot,210,117,1,low,1,car,6.0,6.71,28.57,77.21
2025-07-02 17:45:00,LOT_11,Airport Express Hub,350,287,1,medium,0,bike,18.0,18.26,28.58,77.18
2025-07-02 18:00:00,LOT_03,Tech Park Plaza,300,81,2,high,0,truck,10.0,8.71,28.625,77.21
2025-07-02 18:15:00,LOT_13,Convention Center Park,280,227,3,high,1,bike,14.0,15.46,28.615,77.235
2025-07-02 18:30:00,LOT_07,University Campus South,220,73,2,high,0,car,7.0,8.05,28.595,77.195
2025-07-02 18:45:00,LOT_14,Suburban Commuter Lot,210,131,0,low,0,car,6.0,9.46,28.57,77.21
2025-07-02 19:00:00,LOT_08,Cultural Center Lot,120,92,0,low,1,truck,11.0,8.92,28.62,77.19
2025-07-02 19:15:00,LOT_10,Harbor Bay Terminal,160,92,2,medium,0,car,10.0,12.04,28.59,77.23
2025-07-02 19:30:00,LOT_08,Cultural Center Lot,120,21,1,low,1,car,11.0,10.23,28.62,77.19
2025-07-02 19:45:00,LOT_06,City Hospital Garage,180,93,1,medium,0,truck,9.0,9.12,28.605,77.2
2025-07-02 20:00:00,LOT_12,Old Town Market Sq,100,65,0,medium,0,truck,13.0,11.88,28.64,77.205
2025-07-02 20:15:00,LOT_04,Metro Station East,250,176,0,low,0,bike,8.0,8.44,28.61,77.225
2025-07-02 20:30:00,LOT_08,Cultural Center Lot,120,55,2,low,1,bike,11.0,11.92,28.62,77.19
2025-07-02 20:45:00,LOT_08,Cultural Center Lot,120,26,0,low,0,car,11.0,10.84,28.62,77.19
2025-07-02 21:00:00,LOT_07,University Campus South,220,178,1,high,0,car,7.0,6.56,28.595,77.195
2025-07-02 21:15:00,LOT_11,Airport Express Hub,350,263,1,high,0,bike,18.0,19.63,28.58,77.18
2025-07-02 21:30:00,LOT_09,Stadium Arena Parking,500,423,3,high,0,bike,16.0,20.15,28.635,77.24
2025-07-02 21:45:00,LOT_12,Old Town Market Sq,100,13,2,medium,0,bike,13.0,13.86,28.64,77.205
2025-07-02 22:00:00,LOT_05,Shopping Mall Complex,400,229,1,medium,0,car,14.0,15.52,28.63,77.22
2025-07-02 22:15:00,LOT_12,Old Town Market Sq,100,48,0,medium,0,truck,13.0,11.31,28.64,77.205
2025-07-02 22:30:00,LOT_13,Convention Center Park,280,254,3,high,0,car,14.0,13.96,28.615,77.235
2025-07-02 22:45:00,LOT_04,Metro Station East,250,246,4,high,1,car,8.0,7.34,28.61,77.225
2025-07-02 23:00:00,LOT_12,Old Town Market Sq,100,51,2,high,0,car,13.0,10.1,28.64,77.205
2025-07-02 23:15:00,LOT_14,Suburban Commuter Lot,210,76,0,medium,0,car,6.0,5.0,28.57,77.21
2025-07-02 23:30:00,LOT_03,Tech Park Plaza,300,245,2,medium,0,truck,10.0,9.3,28.625,77.21
2025-07-02 23:45:00,LOT_03,Tech Park Plaza,300,189,0,medium,0,car,10.0,10.15,28.625,77.21
2025-07-03 00:00:00,LOT_09,Stadium Arena Parking,500,185,1,high,0,bike,16.0,17.7,28.635,77.24
2025-07-03 00:15:00,LOT_02,Financial District North,150,125,3,low,0,bike,15.0,19.34,28.618,77.214
2025-07-03 00:30:00,LOT_08,Cultural Center Lot,120,101,4,medium,0,car,11.0,9.68,28.62,77.19
2025-07-03 00:45:00,LOT_01,Downtown Central Hub,200,48,1,medium,0,car,12.0,14.73,28.6139,77.209
2025-07-03 01:00:00,LOT_07,University Campus South,220,150,0,medium,0,truck,7.0,10.93,28.595,77.195
2025-07-03 01:15:00,LOT_11,Airport Express Hub,350,23,2,low,0,car,18.0,13.92,28.58,77.18
2025-07-03 01:30:00,LOT_13,Convention Center Park,280,62,2,medium,0,car,14.0,17.45,28.615,77.235
2025-07-03 01:45:00,LOT_02,Financial District North,150,120,1,high,1,truck,15.0,15.81,28.618,77.214
2025-07-03 02:00:00,LOT_10,Harbor Bay Terminal,160,66,2,low,1,bike,10.0,9.07,28.59,77.23
2025-07-03 02:15:00,LOT_08,Cultural Center Lot,120,10,1,high,1,car,11.0,11.94,28.62,77.19
2025-07-03 02:30:00,LOT_10,Harbor Bay Terminal,160,138,2,high,0,truck,10.0,12.9,28.59,77.23
2025-07-03 02:45:00,LOT_12,Old Town Market Sq,100,87,2,low,0,car,13.0,10.9,28.64,77.205
2025-07-03 03:00:00,LOT_05,Shopping Mall Complex,400,296,1,high,0,car,14.0,19.19,28.63,77.22
2025-07-03 03:15:00,LOT_04,Metro Station East,250,111,0,high,0,car,8.0,8.12,28.61,77.225
2025-07-03 03:30:00,LOT_01,Downtown Central Hub,200,60,1,medium,1,car,12.0,11.8,28.6139,77.209
2025-07-03 03:45:00,LOT_01,Downtown Central Hub,200,93,0,medium,0,bike,12.0,12.35,28.6139,77.209
2025-07-03 04:00:00,LOT_02,Financial District North,150,71,2,low,0,truck,15.0,7.76,28.618,77.214
2025-07-03 04:15:00,LOT_11,Airport Express Hub,350,112,0,medium,0,truck,18.0,15.65,28.58,77.18
2025-07-03 04:30:00,LOT_04,Metro Station East,250,203,0,high,0,car,8.0,12.79,28.61,77.225
2025-07-03 04:45:00,LOT_14,Suburban Commuter Lot,210,133,0,low,0,car,6.0,12.01,28.57,77.21
2025-07-03 05:00:00,LOT_03,Tech Park Plaza,300,204,0,medium,0,bike,10.0,10.17,28.625,77.21
2025-07-03 05:15:00,LOT_02,Financial District North,150,81,1,high,0,bike,15.0,19.08,28.618,77.214
2025-07-03 05:30:00,LOT_05,Shopping Mall Complex,400,73,2,high,1,bike,14.0,13.37,28.63,77.22
2025-07-03 05:45:00,LOT_02,Financial District North,150,110,0,high,0,bike,15.0,17.62,28.618,77.214
2025-07-03 06:00:00,LOT_12,Old Town Market Sq,100,74,0,medium,0,car,13.0,16.44,28.64,77.205
2025-07-03 06:15:00,LOT_02,Financial District North,150,83,0,high,0,car,15.0,18.99,28.618,77.214
2025-07-03 06:30:00,LOT_10,Harbor Bay Terminal,160,133,1,low,0,bike,10.0,9.24,28.59,77.23
2025-07-03 06:45:00,LOT_09,Stadium Arena Parking,500,323,0,high,1,car,16.0,18.45,28.635,77.24
2025-07-03 07:00:00,LOT_03,Tech Park Plaza,300,190,0,high,1,bike,10.0,9.95,28.625,77.21
2025-07-03 07:15:00,LOT_02,Financial District North,150,114,2,medium,0,bike,15.0,14.37,28.618,77.214
2025-07-03 07:30:00,LOT_06,City Hospital Garage,180,146,1,medium,0,car,9.0,8.3,28.605,77.2
2025-07-03 07:45:00,LOT_06,City Hospital Garage,180,151,2,medium,1,car,9.0,6.54,28.605,77.2
2025-07-03 08:00:00,LOT_11,Airport Express Hub,350,272,1,medium,0,bike,18.0,19.38,28.58,77.18
2025-07-03 08:15:00,LOT_02,Financial District North,150,93,0,medium,0,car,15.0,18.41,28.618,77.214
2025-07-03 08:30:00,LOT_02,Financial District North,150,96,0,medium,0,truck,15.0,14.29,28.618,77.214
2025-07-03 08:45:00,LOT_08,Cultural Center Lot,120,110,4,medium,0,car,11.0,15.37,28.62,77.19
2025-07-03 09:00:00,LOT_09,Stadium Arena Parking,500,149,1,high,1,bike,16.0,13.91,28.635,77.24
2025-07-03 09:15:00,LOT_13,Convention Center Park,280,217,0,low,0,car,14.0,12.16,28.615,77.235
2025-07-03 09:30:00,LOT_09,Stadium Arena Parking,500,245,0,medium,1,bike,16.0,19.65,28.635,77.24
2025-07-03 09:45:00,LOT_02,Financial District North,150,57,0,high,0,car,15.0,19.1,28.618,77.214
2025-07-03 10:00:00,LOT_05,Shopping Mall Complex,400,215,2,low,1,car,14.0,14.76,28.63,77.22
2025-07-03 10:15:00,LOT_04,Metro Station East,250,143,0,medium,0,car,8.0,7.49,28.61,77.225
2025-07-03 10:30:00,LOT_08,Cultural Center Lot,120,63,2,medium,0,bike,11.0,9.1,28.62,77.19
2025-07-03 10:45:00,LOT_14,Suburban Commuter Lot,210,114,1,medium,0,bike,6.0,5.0,28.57,77.21
2025-07-03 11:00:00,LOT_09,Stadium Arena Parking,500,154,0,medium,0,truck,16.0,17.74,28.635,77.24
2025-07-03 11:15:00,LOT_09,Stadium Arena Parking,500,455,3,high,0,car,16.0,15.86,28.635,77.24
2025-07-03 11:30:00,LOT_05,Shopping Mall Complex,400,149,1,medium,0,car,14.0,17.29,28.63,77.22
2025-07-03 11:45:00,LOT_05,Shopping Mall Complex,400,154,2,medium,1,car,14.0,17.03,28.63,77.22
2025-07-03 12:00:00,LOT_08,Cultural Center Lot,120,93,0,high,1,car,11.0,11.56,28.62,77.19
2025-07-03 12:15:00,LOT_06,City Hospital Garage,180,100,2,high,1,bike,9.0,6.32,28.605,77.2
